#MS[Elapsed time (ms)];ERR[Error];SP[SetPoint];COM[Command];CMD[Cmd];KP[Kp gain];KI[Ki gain];KD[Kd gain];SPE[Speed];SPM[Av. speed]
4865.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
4875.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
4885.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;22.0000
4895.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;22.0000
4905.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4915.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4925.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4935.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4945.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4955.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4965.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
4975.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;100.0000
4985.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
4995.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
5005.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
5015.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;22.0000
5025.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
5035.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
5045.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;21.0000
5055.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
5065.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
5075.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
5085.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
5095.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;20.0000
5105.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5115.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5125.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5135.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5145.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5155.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5165.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5175.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5185.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5195.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5205.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5215.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5225.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5235.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5245.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5255.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5265.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5275.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5285.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5295.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5305.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5315.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5325.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5335.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5345.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5355.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5365.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5375.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5385.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5395.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5405.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
5415.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
