#MS;#ERR;#SP;#COM;#CMD;#KP;#KI;#KD;#SPE;#SPM
#Elapsed time (ms);#Error;#SetPoint;#Command;#Cmd;#Kp gain;#Ki gain;#Kd gain;#Speed;#Av. speed
1629.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;21.0000
1639.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
1649.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
1659.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
1669.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;20.0000
1679.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
1689.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;12.0000
1699.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;12.0000
1709.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1719.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1729.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1739.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1749.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1759.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1769.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1779.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1789.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1799.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1809.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1819.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;11.0000;11.0000
1829.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;11.0000
1839.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;12.0000;11.0000
1849.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;12.0000
1859.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;12.0000
1869.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;20.0000;20.0000
1879.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;20.0000
1889.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;20.0000
1899.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1909.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1919.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1929.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1939.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;21.0000
1949.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1959.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1969.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1979.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1989.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
1999.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2009.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2019.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2029.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2039.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2049.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2059.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
2069.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;21.0000;21.0000
