
940.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
950.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
960.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
970.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
980.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
990.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1000.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1010.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1020.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1030.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1040.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1050.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1080.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1090.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1120.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1130.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1160.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1170.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1200.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1210.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1240.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1250.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1280.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1290.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1320.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1330.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1340.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1350.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1360.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;22.0000;22.0000
1390.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;22.0000
1400.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
1430.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;100.0000
1440.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1450.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1480.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1490.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1500.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1510.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1540.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1550.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1560.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1570.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1600.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1610.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;101.0000;101.0000
1620.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;101.0000
1630.0000;0.0000;0.0000;0.0000;0.0000;0.0800;0.0200;0.0200;100.0000;100.0000
